,SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,Sum
0,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,0.0,2.894893939146342,2.7653008787748723,2.991180075040981,2.688976597763829,3.4026049530485345,0.8482282474703837,6.582850030828968,3.675574962454148,2.724481998942002,0.5006625567136976,3.393529852651442,1.9863117918916364,1.4785534977403827,2.874957896202393,3.2037140876464383,3.514626200598495,2.775171947525217,4.493337851842132,1.7514235375576417,54.54638090383955
1,Cc1ccc(-c2ccc(O)c(C(C)(C)C)c2)cc1,2.894893939146342,0.0,0.5144633112354466,3.667313206600815,0.536681818820789,2.0488891552634794,2.8957688949464058,6.133244708487197,3.091616983392204,0.7628839969769448,2.8872408484108316,0.935104119292119,1.6909950029444534,2.7998274577939526,1.128939591462005,1.0746420544196207,4.644055694621586,1.1097026315243324,6.203322520195384,1.4360494030790514,46.45563533861297
2,Cc1cccc(-c2ccc(O)c(C(C)(C)C)c2)c1,2.7653008787748723,0.5144633112354466,0.0,3.557792199241313,0.46905008608675147,2.049017253511104,2.7169295782396503,6.124193555991216,3.004660652179855,0.41692700004722627,2.708822783138222,1.1078320419165253,1.4647759976981745,2.6238339677455684,0.9137117582479605,1.361522893192111,4.56949968294375,0.9209433840538969,6.1111335304812275,1.2830266377581125,44.683437192482984
3,CC(C)(c1ccccc1)c1ccc(O)c(C(C)(C)c2ccccc2)c1,2.991180075040981,3.667313206600815,3.557792199241313,0.0,3.7518610636981684,4.17358360952776,2.4224054438576252,6.7889707861862485,4.677888059298203,3.5577258692490665,2.6889834864048523,3.542112104667029,3.6788818958333884,2.20267210085486,3.5951156211110464,3.8168047055973586,5.1093453103285205,3.6287135988040395,3.8746350751803176,2.7704373906891884,70.49642160217078
4,CC(C)(C)c1cc(-c2ccccc2)ccc1O,2.688976597763829,0.536681818820789,0.46905008608675147,3.7518610636981684,0.0,2.0104100201958426,2.7551962497873865,6.135600468877112,2.8019610688936805,0.5317374944208054,2.7143231236559875,1.3957107035502365,1.2363933539712804,2.7644672891854642,1.113080130661434,1.4084821717738938,4.472232423987142,1.0200092137951564,6.274595691084464,1.341445771158674,45.4222147413681
5,CC(C)(C)c1cc(-c2ccc(F)cc2)ccc1O,3.4026049530485345,2.0488891552634794,2.049017253511104,4.17358360952776,2.0104100201958426,0.0,3.4183136125207705,4.149890671091077,3.576176432168554,2.0343456018306645,3.404184824184971,2.335225643901474,2.442946560146136,3.3643031897507236,2.281175720875259,2.421933343693658,4.9703933559909,2.2209322279434796,6.493500284392376,2.0171778646505323,58.815004324687294
6,CCC(C)(C)c1ccc(O)c(C(C)(C)CC)c1,0.8482282474703837,2.8957688949464058,2.7169295782396503,2.4224054438576252,2.7551962497873865,3.4183136125207705,0.0,6.502995304806383,3.99935277412047,2.675306340884086,0.5059662209382595,3.207390682735621,2.2417768753504763,0.9632873443646754,2.8105943689742636,3.223183676924991,3.8298497412671346,2.7345452070793193,4.012501994358719,1.6692933716672895,53.43288593029391
7,CC(C)(C)c1cc(-c2ccc(C(F)(F)F)cc2)ccc1O,6.582850030828968,6.133244708487197,6.124193555991216,6.7889707861862485,6.135600468877112,4.149890671091077,6.502995304806383,0.0,7.063230266847675,6.073016978977402,6.5398989256407765,6.135870136813081,6.320247521855231,6.401701537920346,6.20942662434438,6.30062091045756,7.62273420377577,6.153513010084175,8.075908858175556,5.722110596126385,121.03602509728651
8,Cc1ccc(O)c(C(C)(C)C)c1,3.675574962454148,3.091616983392204,3.004660652179855,4.677888059298203,2.8019610688936805,3.576176432168554,3.99935277412047,7.063230266847675,0.0,3.012926498092246,3.8331699044200236,3.8088787384415626,2.2766860788966605,4.3308564515079215,3.211796503161108,3.4735163045259214,4.822023306259252,3.253123882815837,7.675382155294822,3.1680109650778165,74.75683198784796
9,Cc1ccccc1-c1ccc(O)c(C(C)(C)C)c1,2.724481998942002,0.7628839969769448,0.41692700004722627,3.5577258692490665,0.5317374944208054,2.0343456018306645,2.675306340884086,6.073016978977402,3.012926498092246,0.0,2.66814069229847,1.2985890656583954,1.3886276923835295,2.576684475427566,1.0288273794803862,1.597232230956283,4.551625104996018,0.9184595584191961,6.078490992829409,1.2712818576162515,45.16731082948594
10,CCC(C)(C)c1ccc(O)c(C(C)(C)C)c1,0.5006625567136976,2.8872408484108316,2.708822783138222,2.6889834864048523,2.7143231236559875,3.404184824184971,0.5059662209382595,6.5398989256407765,3.8331699044200236,2.66814069229847,0.0,3.2756868040156726,2.100847193129382,1.0639029948978673,2.7927450167353856,3.2046374281711096,3.628398030799607,2.7203826775159548,4.202302682297922,1.6600749182906502,53.10037111165964
11,CC(C)(C)c1cc(-c2ccc3ccccc3c2)ccc1O,3.393529852651442,0.935104119292119,1.1078320419165253,3.542112104667029,1.3957107035502365,2.335225643901474,3.207390682735621,6.135870136813081,3.8088787384415626,1.2985890656583954,3.2756868040156726,0.0,2.488980485034218,2.8926706329416922,1.4576016542326309,1.2864954895171017,5.0948828550667855,1.514661350789849,6.018546459841457,1.8365403065161572,53.026309127583055
12,CC(C)c1ccc(O)c(C(C)(C)C)c1,1.9863117918916364,1.6909950029444534,1.4647759976981745,3.6788818958333884,1.2363933539712804,2.442946560146136,2.2417768753504763,6.320247521855231,2.2766860788966605,1.3886276923835295,2.100847193129382,2.488980485034218,0.0,2.5601194150795545,1.7724005339909925,2.3143674957289937,3.9743011117450284,1.6708299037433014,6.118512030923603,1.3877107243644047,49.115711664710446
13,CC(C)(C)c1cc(C(C)(C)c2ccccc2)ccc1O,1.4785534977403827,2.7998274577939526,2.6238339677455684,2.20267210085486,2.7644672891854642,3.3643031897507236,0.9632873443646754,6.401701537920346,4.3308564515079215,2.576684475427566,1.0639029948978673,2.8926706329416922,2.5601194150795545,0.0,2.656401820586911,3.0500167852996976,4.035116403716463,2.6081011228348747,3.7035893896054697,1.6235583294960996,53.699664206750086
14,COc1cccc(-c2ccc(O)c(C(C)(C)C)c2)c1,2.874957896202393,1.128939591462005,0.9137117582479605,3.5951156211110464,1.113080130661434,2.281175720875259,2.8105943689742636,6.20942662434438,3.211796503161108,1.0288273794803862,2.7927450167353856,1.4576016542326309,1.7724005339909925,2.656401820586911,0.0,1.1361704448952874,4.622658835547575,0.38522841742562525,6.085090207123683,1.4577023761388896,47.533624901197214
15,COc1ccc(-c2ccc(O)c(C(C)(C)C)c2)cc1,3.2037140876464383,1.0746420544196207,1.361522893192111,3.8168047055973586,1.4084821717738938,2.421933343693658,3.223183676924991,6.30062091045756,3.4735163045259214,1.597232230956283,3.2046374281711096,1.2864954895171017,2.3143674957289937,3.0500167852996976,1.1361704448952874,0.0,4.818364039750991,1.2136980928753807,6.271254487715819,1.8514252012981676,53.02808184444039
16,Cc1cc(C(C)(C)C)ccc1O,3.514626200598495,4.644055694621586,4.56949968294375,5.1093453103285205,4.472232423987142,4.9703933559909,3.8298497412671346,7.62273420377577,4.822023306259252,4.551625104996018,3.628398030799607,5.0948828550667855,3.9743011117450284,4.035116403716463,4.622658835547575,4.818364039750991,0.0,4.569836822983585,6.164249341709158,3.9058881873389812,88.92008065342674
17,COc1ccccc1-c1ccc(O)c(C(C)(C)C)c1,2.775171947525217,1.1097026315243324,0.9209433840538969,3.6287135988040395,1.0200092137951564,2.2209322279434796,2.7345452070793193,6.153513010084175,3.253123882815837,0.9184595584191961,2.7203826775159548,1.514661350789849,1.6708299037433014,2.6081011228348747,0.38522841742562525,1.2136980928753807,4.569836822983585,0.0,6.029034064458825,1.3893555621382543,46.8362426768103
18,CC(C)(C)c1cc(C(c2ccccc2)(c2ccccc2)c2ccccc2)ccc1O,4.493337851842132,6.203322520195384,6.1111335304812275,3.8746350751803176,6.274595691084464,6.493500284392376,4.012501994358719,8.075908858175556,7.675382155294822,6.078490992829409,4.202302682297922,6.018546459841457,6.118512030923603,3.7035893896054697,6.085090207123683,6.271254487715819,6.164249341709158,6.029034064458825,0.0,5.121302427271887,109.00669004478222
19,Average,1.7514235375576417,1.4360494030790514,1.2830266377581125,2.7704373906891884,1.341445771158674,2.0171778646505323,1.6692933716672895,5.722110596126385,3.1680109650778165,1.2712818576162515,1.6600749182906502,1.8365403065161572,1.3877107243644047,1.6235583294960996,1.4577023761388896,1.8514252012981676,3.9058881873389812,1.3893555621382543,5.121302427271887,0.0,42.66381542823443
